vram,name
0x08057d88,GPT::RenderActor
0x08057fac,GPT::CopyActorRecordWithPosition
0x08057fdc,GPT::GetSpriteFrameTileOffset
0x08058038,GPT::FindSpriteSheetFrameRecord
0x08058068,GPT::GetSpriteFrameTileSpan
0x080580b4,GPT::GetSpriteFrameRecord
0x080580c0,GPT::SelectActorFrameSequenceById
0x08058110,GPT::GetSpriteFrameGraphicsPointer
0x08058144,GPT::GetCurrentSpriteFrameOriginOffset
0x0805816c,GPT::SetActorFrameSequence
0x080581b8,GPT::AdvanceActorFrameSequence
0x08058220,GPT::SetActorFrameSequenceDescriptor
0x080582d0,GPT::SetActorFrameSequenceElement
0x0805832c,GPT::SetActorFrameElement
0x08058390,GPT::SetActorFrameSequenceElementNoReset
0x080583dc,GPT::SetActorFrame
0x08058478,GPT::SetActorFrameWithBoundsFallback
0x080584b8,GPT::UpdateActorMotion
0x080585c8,GPT::SetActorMotionState
0x080585e8,GPT::SetActorRenderFlag
0x080585f0,GPT::SetActorAnimationParameter
0x080585f8,sub_80585f8
0x08058614,sub_8058614
0x08058624,GPT::SetActorSpriteOffset
0x08058630,GPT::SetActorUpdateCallbackData
0x08058638,GPT::UpdateActorFramePlayback
0x08058754,GPT::GetActorWorldPosition
0x08058778,GPT::RenderActorDefault
0x08058784,GPT::ToggleActorFlag
0x08058794,GPT::QueueActorTimedEffect
0x08058838,GPT::UpdateActorTimedEffects
0x080588a8,GPT::DestroyActorTimedEffects
0x080588dc,GPT::ClearActorTimedEffects
0x08058914,sub_8058914
0x08058918,sub_8058918
0x0805891c,sub_805891c
0x08058920,sub_8058920
0x08058924,GPT::GetSpriteSheetFrameTable
0x0805893c,GPT::GetSpriteSheetAuxiliaryTable
0x08058968,GPT::InitBackgroundLayerInstance
0x08058a28,GPT::InitBackgroundLayerAtOrigin
0x08058aa8,GPT::InitializeBackgroundLayerDescriptor
0x08058c74,GPT::InitializeBackgroundTilemap
0x08058e18,GPT::InitBackgroundLayerFromDescriptor
0x08058ef4,GPT::UpdateBackgroundMotion
0x08058f60,GPT::UpdateBackgroundParallax
0x08059058,GPT::AllocateActorMotionModifier
0x08059110,GPT::AdvanceBackgroundMotionModifiers
0x08059184,sub_8059184
0x08059188,GPT::InitBackgroundLayerInstance
0x08059284,GPT::SelectBackgroundTileGeometry
0x08059310,GPT::CopyWrappedBackgroundTiles
0x08059404,GPT::CopyBackgroundTileRows
0x080594fc,GPT::CopyBackgroundTileRowsAligned
0x080595fc,GPT::FillBackgroundTilemapRectangle
0x080596ac,GPT::UpdateBackgroundScrollOffsets
0x08059904,GPT::UpdateBackgroundScrollFromAnchor
0x08059934,GPT::ResetBackgroundLayerRegisters
0x08059994,GPT::IsBackgroundLayerFlagSet
0x080599a8,GPT::GetBackgroundLayerHOffsetRegister
0x080599e8,GPT::GetBackgroundLayerVOffsetRegister
0x08059a28,GPT::GetBackgroundLayerControlRegister
0x08059a68,GPT::SetBackgroundLayerOffset
0x08059ab8,GPT::SetBackgroundLayerTransform
0x08059b00,GPT::UpdateBackgroundLayerTransform
0x08059c18,GPT::SetAllBackgroundLayerColorModes
0x08059cb4,GPT::GetBackgroundLayerControlBits
0x08059cc8,GPT::SetBackgroundLayerControlBits
0x08059cf0,GPT::GetBackgroundLayerControlBitsByIndex
0x08059d04,GPT::SetBackgroundLayerVisibility
0x08059db8,GPT::WriteBackgroundTilemapEntry
0x08059ddc,GPT::FillBackgroundTilemapBlock
0x08059e5c,GPT::CopyBackgroundTileColumn
0x08059ebc,GPT::RenderStringToBackgroundTilemap
0x08059f20,GPT::RenderBackgroundTilemapSubstring
0x08059fa0,GPT::MultiplyFixedPointShorts
0x08059fb8,GPT::DivideFixedPointValue
0x08059fd0,GPT::LookupScaledSineProduct
0x08059ff8,GPT::InitFourWordRecord
0x0805a00c,GPT::BuildThreeAngleRotationRecord
0x0805a0dc,GPT::NormalizeQuaternion
0x0805a148,GPT::MultiplyQuaternions
0x0805a1dc,GPT::QuaternionToRotationMatrix
0x0805a290,GPT::TransformVectorByMatrix
0x0805a2dc,GPT::MultiplyThreeByThreeMatrices
0x0805a350,GPT::InitMemoryBlockPointers
0x0805a3a8,GPT::FastAllocateMemory
0x0805a420,GPT::SlowAllocateMemory
0x0805a498,GPT::ReleaseMemoryBlock
0x0805a53c,GPT::InsertFreeMemoryBlock
0x0805a5e4,GPT::FindValidAllocatedBlock
0x0805a614,GPT::PrintTotalWorkingRamUsage
0x0805a664,GPT::PrintTotalExternalRamUsage
0x0805a6b0,sub_805a6b0
0x0805a6b4,sub_805a6b4
0x0805a6b8,GPT::UpdateKeyState
0x0805a86c,GPT::InitKeyState
0x0805a914,GPT::GetKeyButtonRecord
0x0805a930,GPT::InitKeyButtonRecord
0x0805a93c,GPT::InitKeyButtonRecords
0x0805a984,GPT::AdvanceKeyRecordingPlayback
0x0805aa50,GPT::InitKeyRecording
0x0805aab4,GPT::AdvanceKeyRecording
0x0805aad4,GPT::SetGameplayResultFlag
0x0805aae0,GPT::ClearGameplayResultFlag
0x0805aaec,GPT::ConfigureKeyRecording
0x0805ab38,GPT::ResetPostGameResultFlag
0x0805ab44,GPT::GetKeyRecordingFrameDelta
0x0805ab58,GPT::IsKeyRecordingActive
0x0805ab6c,GPT::DebugPrintKeyRecordingBuffer
0x0805abb4,GPT::GetKeyRecordingLength
0x0805abc0,GPT::MatchRecordedKeyInput
0x0805ac28,GPT::CreateFrontendCallbackRecord
0x0805ac5c,GPT::SetFrontendCallback
0x0805ac68,GPT::InvokeFrontendCallback
0x0805ac80,GPT::RefreshFrontendEntryLabel
0x0805ad24,GPT::InitMenuEntryList
0x0805ad9c,GPT::DestroyMenuEntryList
0x0805add4,GPT::InitializeMenuItems
0x0805afb8,sub_805afb8
0x0805afbc,GPT::MoveFrontendSelection
0x0805b050,GPT::MoveFrontendSubselection
0x0805b0bc,GPT::GetFrontendSelectionCode
0x0805b0f0,GPT::SetFrontendEntryLayer
0x0805b13c,GPT::SetFrontendSelectedEntry
0x0805b1a0,GPT::SetFrontendEntryValue
0x0805b1e0,GPT::GetFrontendEntryValue
0x0805b210,GPT::GetFrontendSelectionValue
0x0805b240,GPT::GetFrontendSelectionIndex
0x0805b244,GPT::InitTilemapTextRenderer
0x0805b260,GPT::SetTilemapTextRendererSources
0x0805b268,GPT::SetTilemapTextRendererPalette
0x0805b26c,GPT::SetTilemapTextRendererFlags
0x0805b270,GPT::GetGlyphBitmapPointer
0x0805b280,GPT::BlitGlyphToTilemap
0x0805b394,GPT::UploadBackgroundTextTiles
0x0805b3dc,GPT::MeasureTextStringWidth
0x0805b41c,GPT::RenderTextStringToTilemap
0x0805b668,GPT::RenderIntegerToTilemapText
0x0805b700,GPT::RenderTimeToTilemapText
0x0805b7f0,GPT::GetGlyphTilePointer
0x0805b800,GPT::RenderFormattedTextToTilemap
0x0805b8c4,GPT::InitializeLevelGeometryAddressTable
0x0805b938,GPT::InitializeCollisionDataRuntime
0x0805ba3c,GPT::ReleaseGameplaySpatialBlock
0x0805ba54,GPT::SetLevelMetadataAddress
0x0805ba60,GPT::GetLineMetadataPointer
0x0805ba7c,GPT::GetGeometryRecordByAddress
0x0805bac0,GPT::GetGeometryRecordIndex
0x0805bad8,GPT::GetLineMetadataAtIndex
0x0805bafc,GPT::FindGeometrySubrecordById
0x0805bb2c,GPT::FindLineMetadataObjectByType
0x0805bb5c,GPT::FindLineMetadataObjectByTypeAndId
0x0805bb9c,GPT::InitializeQuadTree
0x0805bbc8,GPT::AllocateQuadTree
0x0805bdbc,GPT::BuildGeometryCollisionCandidateLists
0x0805bf18,GPT::DoAabbOverlapTest
0x0805bfc4,GPT::FreeGameplayQuadTree
0x0805bfe8,GPT::AllocateDynamicBoundingAreaIndices
0x0805c040,GPT::InitializeQuadTreeNode
0x0805c308,GPT::FindQuadTreeNodeForPosition
0x0805c3bc,GPT::SetActorPositionFromGeometryPoint
0x0805c444,GPT::AdvanceActorToNextSplineSegment
0x0805c48c,GPT::ResolveActorGeometryCollisions
0x0805c9a4,GPT::ResolveRiderLevelGeometryCollision
0x0805ceb8,GPT::ResolveRiderGeometryCollisionCandidates
0x0805d400,GPT::DispatchRiderCollisionCallback
0x0805d430,GPT::CheckActorSplineCollision
0x0805d488,GPT::DispatchActorSplineCollision
0x0805d548,GPT::DispatchActorGeometryCollisions
0x0805d610,GPT::ClearActorCollisionReference
0x0805d650,GPT::AdvanceActorAlongSpline
0x0805db6c,GPT::GetGeometryRecordByIndex
0x0805db80,GPT::GetSplineRecordAtIndex
0x0805dbac,GPT::GetGeometryPointAtIndex
0x0805dbc0,GPT::GetSplinePointAtIndex
0x0805dbf0,GPT::FindSplinePointsWithMatchingValue
0x0805dcd4,GPT::GetSplineLineRecordAtIndex
0x0805dcfc,GPT::GetSplinePointAtIndex
0x0805dd18,GPT::InterpolateSplinePosition
0x0805df04,GPT::GetSplineAngleAtDistance
0x0805dfd4,GPT::InterpolateSplinePositionAtDistance
0x0805e068,GPT::InterpolateSplineSegmentPosition
0x0805e0d8,GPT::IntersectLineWithSplineSegment
0x0805e18c,GPT::FindSplinePolylineIntersection
0x0805e320,GPT::FindGeometrySegmentIntersection
0x0805e474,GPT::ClassifySegmentIntersectionOrientation
0x0805e50c,GPT::InitializeThreeWordRecord
0x0805e514,GPT::InitializeFourWordRecord
0x0805e528,GPT::FindGeometryEdgeByBoundsAndType
0x0805e648,GPT::FindGeometryEdgeByBoundsTypeAndVariant
0x0805e77c,GPT::FindGeometryRecordByTypeAndField16
0x0805e7c0,GPT::FindGeometryRecordByTypeAndField20
0x0805e804,GPT::FindNextGeometryRecordByType
0x0805e83c,GPT::FindLineIndexOfType
0x0805e878,GPT::InitializeEnvironmentCameraStateZero
0x0805e8a0,GPT::ApplyEnvironmentActorParameter
0x0805e8b0,GPT::InitializeEnvironmentCameraStateUniform
0x0805e8d8,GPT::InitEnvironmentCameraState
0x0805eadc,GPT::ApplyDisplayControlState
0x0805eb00,GPT::UpdateEnvironmentBackgroundMotion
0x0805ebc8,GPT::EmptyDefaultDispatch_805EBC8
0x0805ebcc,GPT::UpdateEnvironmentCameraOffsets
0x0805ed60,GPT::UpdateEnvironmentCameraOffsetsFromActor
0x0805ee78,GPT::SetEnvironmentCameraUpdateCallback
0x0805eea4,GPT::FindPackedRecordIndexByKey
0x0805eee0,GPT::GetActiveGameplaySubcontext
0x0805eefc,GPT::SetEnvironmentActorTarget
0x0805ef18,GPT::DispatchIndexedRecordCallbacks
0x0805ef9c,GPT::InitRenderCodeTable
0x0805f0b4,GPT::InitializeSpriteAnimationController
0x0805f1e4,GPT::SetAnimationControllerCallbackData
0x0805f1ec,GPT::SetAnimationResourceEndPointer
0x0805f1f4,GPT::ReleaseSpriteAnimationControllerBuffers
0x0805f218,GPT::ConfigureAnimationFrameRange
0x0805f23c,GPT::SetAnimationFrameRange
0x0805f258,GPT::ConfigureAnimationStreamingMode
0x0805f27c,GPT::DispatchAnimationTileUpload
0x0805f378,GPT::SetAnimationEndCursor
0x0805f3a8,GPT::SetAnimationFrameCursor
0x0805f3d8,GPT::BuildAnimationDmaDescriptor
0x0805f400,GPT::AdvanceAnimationFrame
0x0805f47c,GPT::UpdateSpriteAnimationController
0x0805f730,GPT::CommitAnimationFrameState
0x0805f784,GPT::SelectAnimationSequence
0x0805f7fc,GPT::SelectAnimationSequenceImmediate
0x0805f848,GPT::ClearAnimationHoldFlag
0x0805f864,GPT::SelectAnimationSequenceAndHold
0x0805f884,GPT::QueueAnimationSequenceChange
0x0805f8c0,GPT::RestartCurrentAnimationSequence
0x0805f8d4,GPT::CopyAnimationFrameRecord
0x0805f8ec,GPT::GetAnimationFrameRecord
0x0805f8f8,sub_805f8f8
0x0805f910,GPT::DispatchAnimationLayerCallbacks
0x0805f98c,sub_805f98c
0x0805f9ac,GPT::ReleaseAnimationResourceBuffers
0x0805f9d4,GPT::InitializeAnimationEventTables
0x0805fa4c,GPT::ReleaseAnimationEventBuffers
0x0805fa68,GPT::ResetAnimationEventList
0x0805fa8c,GPT::AppendAnimationEventNode
0x0805fae8,GPT::DispatchAnimationEventChain
0x0805fb60,GPT::DebugPrintAnimationEventChain
0x0805fbe0,GPT::InitializeAnimationEventMap
0x0805fcc8,GPT::ReleaseAnimationEventMap
0x0805fcec,GPT::InsertAnimationEventMapEntry
0x0805fd80,GPT::RemoveAnimationEventMapEntry
0x0805fe04,GPT::ResetAnimationEventMapDma
0x0805fe68,GPT::DebugPrintAnimationEventMapChain
0x0805fed0,GPT::InitMultiplayerBuffers
0x0805ffe4,GPT::PrepareMultiplayerTransfer
0x0806003c,sub_806003c
0x08060040,GPT::IsMultiplayerTransferReady
0x08060070,GPT::IsMultiplayerTransferActive
0x0806008c,GPT::HasMultiplayerTransferError
0x080600a8,GPT::IsMultiplayerMode
0x080600b4,GPT::ResetMultiplayerTransferState
0x0806014c,GPT::UpdateMultiplayerState
0x080603e8,GPT::MarkMultiplayerTransferPending
0x08060404,GPT::UpdateSerialTransferStatus
0x08060434,GPT::FreeSpriteVramPool
0x08060454,GPT::HandleSerialCommunicationInterrupt
0x080604d4,GPT::ValidateSpriteActorList
0x08060520,GPT::InitSpriteVramAllocator
0x08060790,GPT::AllocateSpriteVramRange
0x08060808,GPT::FreeSpriteVramLocation
0x080608cc,GPT::DumpSpriteVramAllocatorState
0x08060934,GPT::ResetSpriteVramAllocator
0x080609c4,GPT::FindSpriteActorInsertPoint
0x080609e0,GPT::AllocateSpriteActor
0x08060a60,GPT::ReleaseSpriteActorVram
0x08060a94,GPT::RemoveSpriteActor
0x08060b0c,GPT::AcquireSpriteActor
0x08060b38,GPT::DetachSpriteActor
0x08060b68,GPT::ConfigureSpriteActorSheet
0x08060c1c,GPT::AllocateSpriteActorChain
0x08060cdc,GPT::ReleaseSpriteActorChain
0x08060d98,GPT::ResizeSpriteActorBlock
0x08060e8c,GPT::AcquireSpriteFrame
0x08060f64,GPT::SetSpriteActorFrame
0x0806100c,GPT::SetSpriteActorFramePreserveScale
0x08061030,GPT::OffsetSpriteActorFrame
0x08061078,GPT::ReorderSpriteActor
0x080610ec,GPT::GetSpriteActorWidth
0x08061110,GPT::GetSpriteActorHeight
0x08061130,GPT::SetSpriteActorPriority
0x0806114c,GPT::GetSpriteActorPriority
0x08061158,GPT::MarkSpriteActorActive
0x08061160,GPT::MarkSpriteActorInactive
0x08061168,GPT::SetSpriteActorLayer
0x08061184,GPT::GetSpriteActorGlobalState
0x08061190,GPT::InitializeSpriteTextLayout
0x080611ec,GPT::SetSpriteActorByte2A
0x080611f4,GPT::SetSpriteActorByte29
0x080611fc,GPT::SetSpriteActorByte28
0x08061204,GPT::DestroySpriteObject
0x08061228,GPT::ClearSpriteObjectActors
0x0806123c,GPT::LayoutSpriteObjectRows
0x080614b0,GPT::SetSpriteObjectWidth
0x080614bc,GPT::ShowSpriteText
0x08061660,GPT::ShowSpriteString
0x08061684,GPT::SetSpriteObjectFrame
0x08061824,GPT::MoveSpriteObject
0x08061844,GPT::SetSpriteObjectPosition
0x0806185c,GPT::SetSpriteObjectLayer
0x08061880,GPT::OffsetSpriteObjectFrame
0x080618d0,GPT::ShowNumber
0x08061980,GPT::ShowNumberClearingActors
0x080619a4,GPT::ShowMinuteSecondValue
0x08061a18,GPT::ShowTime
0x08061ae8,GPT::ShowMinuteSecondCentisecondValue
0x08061ba0,GPT::ShowSecondCentisecondValue
0x08061c24,GPT::ShowMinuteSecondString
0x08061c48,GPT::ShowTimeString
0x08061c6c,GPT::ShowMinuteSecondCentisecondString
0x08061c90,GPT::ShowSecondCentisecondString
0x08061cb4,GPT::GetSpriteObjectX
0x08061d54,GPT::GetSpriteObjectY
0x08061d68,GPT::GetSpriteObjectRightX
0x08061e08,GPT::GetSpriteObjectRightEdge
0x08061e44,GPT::GetSpriteObjectBottomY
0x08061e58,GPT::SetSpriteObjectPriority
0x08061e90,GPT::GetSpriteObjectRowCount
0x08061e94,GPT::AppendSpriteTextByte
0x08061e9c,GPT::AppendIntegerString
0x08061f3c,GPT::FormatSpriteObjectString
0x080622d0,GPT::FormatSpriteObject
0x080622e8,GPT::RenderFontToSpriteObject
0x08062318,GPT::SetSpriteObjectFlagsByte
0x08062328,GPT::SetSoundScalar
0x08062340,GPT::GetSoundScalar
0x0806234c,GPT::ReleaseSoundBuffers
0x080623a8,GPT::InitializeSoundFrequencyTable
0x0806246c,GPT::InitSoundStreamingBuffers
0x0806261c,GPT::ResetSoundState
0x0806263c,GPT::InitializeSoundHardwareState
0x08062694,GPT::ClearSoundSampleBuffer
0x080626e0,GPT::InitializeSoundPlaybackParameters
0x08062774,GPT::ResetAudioTimer1Registers
0x080627a8,GPT::UpdateSoundStreamChannel
0x080627f0,GPT::UpdateAudioRingBuffer
0x08062910,GPT::InitializeSoundStreamFromData
0x08062950,GPT::InitializeSoundStreamFromSequence
0x08062990,GPT::AllocateSoundStreamFromSequence
0x080629f0,GPT::AllocateSoundStreamFromData
0x08062a50,GPT::FindSoundStreamById
0x08062a90,GPT::StopSoundStreamById
0x08062aa4,GPT::PauseSoundStreamById
0x08062ab8,GPT::ResumeSoundStreamById
0x08062ad4,GPT::SetSoundStreamVolume
0x08062af4,GPT::SetSoundStreamPitch
0x08062b20,GPT::SetSoundBankTable
0x08062b2c,GPT::FlushPendingSoundCommands
0x08062b90,GPT::RequestAudioUpdate
0x08062ba8,GPT::StartSoundSample
0x08062bfc,GPT::StartIndexedSoundStream
0x08062c24,GPT::DecodeAudioSequence
0x08062e54,GPT::IsSoundStreamActive
0x08062e70,GPT::InitActorHeaps
0x08062efc,GPT::AllocateActorBlock
0x08062fa8,GPT::AcquireActorBlock
0x08062fe0,GPT::ReleaseActorBlock
0x08063058,sub_8063058
0x0806306c,GPT::InsertActorBlockBySize
0x080630f4,GPT::UpdateActorBlockFrames
0x08063128,GPT::RenderActorBlock
0x0806315c,GPT::ReleaseActorBlockFrames
0x08063190,GPT::GetActorBlockActor
0x080631b0,GPT::AllocateTileBuffer
0x080631ec,GPT::CopyTileBufferRows
0x08063220,GPT::FadePaletteBuffer
0x08063454,GPT::InterpolatePaletteFrames
0x08063544,GPT::BuildThresholdPaletteTransition
0x08063640,GPT::FadePaletteEntriesTowardWhite
0x08063704,GPT::ApplyNonlinearPaletteCurve
0x080637cc,GPT::ReleasePaletteTransitionResource
0x080637e4,GPT::InitializePaletteTransitionBuffer
0x08063830,GPT::UpdatePaletteColorTransition
0x08063a50,GPT::InitLanguageTable
0x08063a68,GPT::SetLanguageTableEntry
0x08063a7c,GPT::SetLanguageContext
0x08063a88,GPT::GetLanguageContext
0x08063a94,GPT::GetLanguageTableEntry
0x08063aa0,GPT::GetCurrentLanguage
0x08063ab4,GPT::FreeSpriteSheetChain
0x08063ad8,GPT::ReloadSpriteSheetFrame
0x08063b44,GPT::AdvanceSpriteAnimationFrame
0x08063ba8,GPT::ParseSpriteTextRun
0x08063cd0,GPT::AdvanceTextAnimationLine
0x08063cf4,GPT::ResetTextAnimation
0x08063d38,GPT::ParseTextControlNumber
0x08063dac,GPT::ResetSpriteAnimationList
0x08063ddc,sub_8063ddc
0x08063de0,sub_8063de0
0x08063de4,sub_8063de4
0x08063de8,GPT::SetTextGlyphMetrics
0x08063df0,GPT::InitTextObjectSource
0x08063e18,GPT::CreateTextObject
0x08063f40,GPT::SetTextCallbacks
0x08063f5c,GPT::SetTextUpdateCallback
0x08063f64,GPT::DestroyTextObject
0x08063f84,GPT::UpdateTextObject
0x080640f8,GPT::AdvanceTextLine
0x08064104,GPT::PushTextPaletteEntry
0x08064130,GPT::TickTextDelay
0x08064140,GPT::SkipTextControl
0x0806415c,GPT::RestartTextAnimation
0x0806417c,GPT::IsTextAnimating
0x08064188,GPT::IsTextWaiting
0x08064194,GPT::EmitInterpolatedByteSamples
0x080641f4,GPT::EmitInterpolatedPackedSamples
0x08064340,GPT::BuildGeometrySpanDescriptor
0x0806482c,GPT::EmitGeometrySpanSamples
0x080649f0,GPT::TransformGeometrySamplesAndBounds
0x08064ad8,GPT::TransformGeometryVerticesAndBounds
0x08064c14,GPT::AppendIndexedSpanRecord
0x08064c68,GPT::ProcessIndexedSpanGroup
0x08064dbc,GPT::RasterizeIndexedGeometryGroups
0x08064e30,GPT::CopyStridedSixteenWordRecords
0x08064f38,GPT::CountNonSpaceCharacters
0x08064f50,GPT::CountFormattedNumberDigits
0x08064f84,GPT::GetStringStorageLength
0x08064f9c,GPT::InitSpriteString
0x08064fe8,GPT::CreateSpriteString
0x08065088,GPT::ResetSpriteStringGlyphs
0x080650e0,GPT::SetSpriteStringVisibility
0x080650f8,GPT::SetSpriteStringUpdateCallback
0x080650fc,GPT::SetSpriteStringSource
0x08065108,GPT::CountVisibleSpriteGlyphs
0x0806513e,GPT::UpdateSpriteString
0x0806530c,GPT::UpdateSpriteStringGlyphActors
0x08065334,GPT::MeasureSpriteStringWidth
0x080653b0,GPT::RenderSpriteStringGlyphs
0x080653d8,GPT::FormatNumberSpriteString
0x08065508,GPT::FormatTimeSpriteString
0x080655c0,GPT::FormatDecimalSpriteDigits
0x080656b8,GPT::SetSpriteStringText
0x0806570c,GPT::SetSpriteStringGlyphTransforms
0x08065760,GPT::SetSpriteStringGlyphTransformsN
0x080657c4,GPT::ResetSpriteStringGlyphActors
0x080657ec,GPT::SetSpriteStringGlyphAnimation
0x08065804,GPT::SelectSaveBackupType
0x08065848,GPT::HandleTimer2OverflowInterrupt
0x0806586c,GPT::SelectSaveBackupProfile
0x080658a4,GPT::BeginSaveBackupTransfer
0x0806592c,GPT::EndSaveBackupTransfer
0x08065970,GPT::Dma3Copy
0x080659f0,GPT::ReadSaveBackupBlock
0x08065aa0,GPT::VerifySaveBackupBlock
0x08065b7c,GPT::CheckSaveBackupBlockUnchanged
0x08065bd4,GPT::WriteSaveBackupBlockRetry
0x08065c14,_call_via_r0
0x08065c18,_call_via_r1
0x08065c1c,_call_via_r2
0x08065c20,_call_via_r3
0x08065c24,_call_via_r4
0x08065c28,_call_via_r5
0x08065c2c,_call_via_r6
0x08065c30,_call_via_r7
0x08065c34,_call_via_r8
0x08065c38,_call_via_r9
0x08065c3c,_call_via_sl
0x08065c40,_call_via_fp
0x08065c44,_call_via_ip
0x08065c48,_call_via_sp
0x08065c4c,_call_via_lr
0x08065c50,__divdi3
0x08066084,__divsi3
0x08066118,__div0
0x0806611c,__fixunssfsi
0x08066150,__muldi3
0x080661c0,__udivsi3
0x08066238,__umodsi3
0x080662f8,__pack_f
0x080663b0,__unpack_f
0x0806642c,_fpadd_parts
0x080665a8,__addsf3
0x080665d4,__subsf3
0x08066608,__mulsf3
0x0806676c,__divsf3
0x08066858,__fpcmp_parts_f
0x0806693c,__cmpsf2
0x08066964,__eqsf2
0x080669ac,__nesf2
0x080669f4,__gtsf2
0x08066a3c,__gesf2
0x08066a84,__ltsf2
0x08066acc,__lesf2
0x08066b14,__floatsisf
0x08066b74,__fixsfsi
0x08066bdc,__negsf2
0x08066c00,__make_fp
0x08066c18,__extendsfdf2
0x08066c44,__pack_d
0x08066d8c,__unpack_d
0x08066e64,_fpadd_parts
0x080670d0,__adddf3
0x08067100,__subdf3
0x08067138,__muldf3
0x080673e0,__divdf3
0x08067568,__fpcmp_parts_d
0x08067668,__cmpdf2
0x08067694,__eqdf2
0x080676e0,__nedf2
0x0806772c,__gtdf2
0x08067778,__gedf2
0x080677c4,__ltdf2
0x08067810,__ledf2
0x0806785c,__floatsidf
0x080678d8,__fixdfsi
0x0806794c,__negdf2
0x08067974,__make_dp
0x0806799c,__truncdfsf2
0x080679e0,__lshrdi3
0x08067a14,__negdi2
0x08067a2c,memcpy
0x08067a8c,memset
0x087569f4,GPT::AdvanceTileVramAllocationCursor
0x08756a84,GPT::UploadTileBlockToVram
0x08756cc0,GPT::UpdateOamAndSpriteVram
0x08756fc0,GPT::CopyTilemapRowsToVram
0x08757380,GPT::ClearTilemapRowsInVram
0x08757494,GPT::ApplyTilemapRunLengthRows
0x08757574,GPT::DecodeTilemapAttributeBlock
0x087576d8,GPT::DecodeTilemapRows
0x087577b4,GPT::DecodeAdpcmAudioSamples
0x08757a64,GPT::ConvertSoundSamplesTo8Bit
0x08757b00,GPT::FastClear32
0x08757b88,GPT::FastCopy32
0x08757c0c,GPT::FastClear16
0x08757c70,GPT::FastCopy16
0x08757cd0,GPT::SendMultiplayerSerialWord
0x08757d24,GPT::ReceiveMultiplayerSerialWords
0x08757e4c,GPT::FinalizeMultiplayerSerialTransfer
0x08757fcc,GPT::UpdateMultiplayerSerialHandshake
